,titulo,provincia,localidad,distrito,tipovivienda,precio,metros,habitaciones,baños,planta,ascensor,exterior,equipada,amueblada,orientacion,anyoconstruccion,garaje,terraza,calefaccion,aireacondicionado,created_at,updated_at
611,Alquiler de Piso en General Zabala,Madrid,Prosperidad Madrid,chamartin,Piso,1900,127,4.0,2.0,5.0,1.0,1.0,1,0,sur,1970.0,1,0,0,1,2023-06-03 09:29:50,2023-06-03 09:29:50
612,Alquiler de Estudio en calle Luis Cabrera,Madrid,Prosperidad Madrid,chamartin,Estudio,1050,40,,1.0,2.0,1.0,1.0,1,0,"norte, oeste",,1,0,individual,1,2023-06-03 09:29:50,2023-06-03 09:29:50
613,Alquiler de Piso en calle de Baeza,Madrid,Prosperidad Madrid,chamartin,Piso,1200,93,2.0,1.0,7.0,1.0,1.0,1,1,sur,1970.0,1,0,0,0,2023-06-03 09:29:50,2023-06-03 09:29:50
614,"Alquiler de Piso en avenida de América, 37",Madrid,Prosperidad Madrid,chamartin,Piso,3900,236,4.0,2.0,1.0,1.0,1.0,0,0,,1968.0,1,0,central,1,2023-06-03 09:29:50,2023-06-03 09:29:50
615,Alquiler de Piso en calle del Príncipe de Vergara,Madrid,Prosperidad Madrid,chamartin,Piso,1400,61,2.0,1.0,5.0,1.0,1.0,1,1,"sur, este",1968.0,0,0,individual,1,2023-06-03 09:29:50,2023-06-03 09:29:50
616,Alquiler de Piso en calle de la Constancia,Madrid,Prosperidad Madrid,chamartin,Piso,1450,92,4.0,2.0,2.0,1.0,1.0,1,0,,1973.0,0,1,central,0,2023-06-03 09:29:50,2023-06-03 09:29:50
617,Alquiler de Piso en pasaje Hoyo de Manzanares,Madrid,Prosperidad Madrid,chamartin,Piso,1200,80,3.0,1.0,2.0,0.0,1.0,1,0,este,,0,1,individual,1,2023-06-03 09:29:50,2023-06-03 09:29:50
618,Alquiler de Piso en calle de Canillas,Madrid,Prosperidad Madrid,chamartin,Piso,1600,67,2.0,1.0,3.0,0.0,1.0,1,1,oeste,,0,0,individual,1,2023-06-03 09:29:50,2023-06-03 09:29:50
619,Alquiler de Piso en calle de Canillas,Madrid,Prosperidad Madrid,chamartin,Piso,1230,30,1.0,1.0,0.0,1.0,1.0,1,1,,,0,0,individual,1,2023-06-03 09:29:50,2023-06-03 09:29:50
620,"Alquiler de Piso en calle de Santa Hortensia, 52",Madrid,Prosperidad Madrid,chamartin,Piso,1550,90,2.0,2.0,2.0,1.0,1.0,1,0,,,0,0,individual,1,2023-06-03 09:29:50,2023-06-03 09:29:50
621,"Alquiler de Piso en calle del Príncipe de Vergara, 100",Madrid,Prosperidad Madrid,chamartin,Piso,1400,65,2.0,1.0,5.0,1.0,1.0,1,1,,,0,0,0,1,2023-06-03 09:29:50,2023-06-03 09:29:50
622,"Alquiler de Piso en calle de Santa Hortensia, 56",Madrid,Prosperidad Madrid,chamartin,Piso,1450,127,3.0,1.0,2.0,1.0,1.0,1,0,sur,1989.0,0,0,individual,1,2023-06-03 09:29:50,2023-06-03 09:29:50
623,Alquiler de Estudio en calle de Luis Cabrera,Madrid,Prosperidad Madrid,chamartin,Estudio,1200,50,,1.0,2.0,1.0,0.0,1,1,sur,2021.0,1,1,individual,1,2023-06-03 09:29:50,2023-06-03 09:29:50
624,Alquiler de Piso en Prosperidad,Madrid,Chamartín Madrid,chamartin,Piso,6000,680,5.0,4.0,0.0,1.0,1.0,1,0,este,,1,1,individual,1,2023-06-03 09:29:50,2023-06-03 09:29:50
625,"Alquiler de Estudio en calle de Anastasio Aroca, 3",Madrid,Prosperidad Madrid,chamartin,Estudio,700,42,,1.0,2.0,1.0,1.0,0,0,,,0,0,0,1,2023-06-03 09:29:50,2023-06-03 09:29:50
626,"Alquiler de Piso en calle de Santa Hortensia, 43",Madrid,Prosperidad Madrid,chamartin,Piso,1800,110,3.0,2.0,11.0,1.0,1.0,1,0,este,1984.0,1,1,individual,1,2023-06-03 09:29:50,2023-06-03 09:29:50
627,"Alquiler de Piso en calle del Corazón de María, 33",Madrid,Prosperidad Madrid,chamartin,Piso,1550,89,2.0,2.0,1.0,1.0,1.0,1,0,sur,,0,0,central,1,2023-06-03 09:29:50,2023-06-03 09:29:50
628,Alquiler de Piso en alameda santa maria de la,Madrid,Prosperidad Madrid,chamartin,Piso,1050,48,1.0,2.0,3.0,1.0,1.0,1,1,,,0,0,individual,1,2023-06-03 09:29:50,2023-06-03 09:29:50
629,"Alquiler de Piso en calle de Canillas, 97",Madrid,Prosperidad Madrid,chamartin,Piso,850,60,1.0,1.0,1.0,1.0,0.0,1,1,,,0,1,0,0,2023-06-03 09:29:50,2023-06-03 09:29:50
630,Alquiler de Piso en Prosperidad,Madrid,Chamartín Madrid,chamartin,Piso,1400,60,1.0,1.0,0.0,1.0,1.0,1,0,,,1,0,individual,1,2023-06-03 09:29:50,2023-06-03 09:29:50
631,Alquiler de Ático en avenida de América,Madrid,Prosperidad Madrid,chamartin,Ático,2700,110,2.0,2.0,9.0,1.0,1.0,1,1,,,0,1,central,1,2023-06-03 09:29:50,2023-06-03 09:29:50
632,Alquiler de Ático en avenida de América,Madrid,Prosperidad Madrid,chamartin,Ático,2700,110,2.0,2.0,9.0,1.0,1.0,1,1,,,0,1,central,1,2023-06-03 09:29:50,2023-06-03 09:29:50
633,Alquiler de Piso en Prosperidad,Madrid,Chamartín Madrid,chamartin,Piso,2400,109,3.0,2.0,3.0,1.0,1.0,1,1,"sur, este",,0,0,individual,1,2023-06-03 09:29:50,2023-06-03 09:29:50
634,Alquiler de Dúplex en Prosperidad,Madrid,Chamartín Madrid,chamartin,Dúplex,850,50,1.0,1.0,0.0,0.0,0.0,0,0,"este, oeste",2009.0,0,0,individual,1,2023-06-03 09:29:50,2023-06-03 09:29:50
635,"Alquiler de Piso en calle Mauro, 4",Madrid,Prosperidad Madrid,chamartin,Piso,1500,120,3.0,2.0,2.0,0.0,1.0,0,0,,,1,0,individual,1,2023-06-03 09:29:50,2023-06-03 09:29:50
636,"Alquiler de Piso en calle de Quintiliano, 6 b",Madrid,Prosperidad Madrid,chamartin,Piso,1125,55,1.0,1.0,0.0,0.0,1.0,1,1,,,0,0,individual,1,2023-06-03 09:29:50,2023-06-03 09:29:50
637,"Alquiler de Piso en calle del Príncipe de Vergara, 102",Madrid,Prosperidad Madrid,chamartin,Piso,2565,60,1.0,1.0,0.0,0.0,1.0,1,1,,,0,0,0,0,2023-06-03 09:29:50,2023-06-03 09:29:50
638,Alquiler de Piso en calle Clara del Rey,Madrid,Prosperidad Madrid,chamartin,Piso,2400,160,4.0,2.0,2.0,1.0,1.0,1,0,"norte, sur, este",,0,1,central,0,2023-06-03 09:29:50,2023-06-03 09:29:50
639,Alquiler de Piso en Clara del rey,Madrid,Prosperidad Madrid,chamartin,Piso,1600,90,2.0,1.0,2.0,1.0,1.0,1,0,"norte, sur, este",,0,0,central,0,2023-06-03 09:29:50,2023-06-03 09:29:50
640,Alquiler de Piso en Canillas,Madrid,Prosperidad Madrid,chamartin,Piso,1230,30,1.0,1.0,,1.0,1.0,1,1,"este, oeste",,0,0,individual,1,2023-06-03 09:29:50,2023-06-03 09:29:50
641,Alquiler de Piso en pasaje Hoyo de Manzanares,Madrid,Prosperidad Madrid,chamartin,Piso,1300,79,3.0,1.0,2.0,0.0,1.0,1,0,sur,1940.0,0,0,individual,0,2023-06-03 09:29:50,2023-06-03 09:29:50
642,Alquiler de Piso en calle Clara del Rey,Madrid,Prosperidad Madrid,chamartin,Piso,2400,160,4.0,2.0,2.0,1.0,1.0,1,0,"norte, sur, este",,0,1,central,0,2023-06-03 09:29:50,2023-06-03 09:29:50
643,"Alquiler de Piso en calle del Príncipe de Vergara, 102",Madrid,Prosperidad Madrid,chamartin,Piso,2565,60,1.0,1.0,0.0,0.0,1.0,1,1,,,0,0,0,0,2023-06-03 09:29:50,2023-06-03 09:29:50
644,Alquiler de Piso en Canillas,Madrid,Prosperidad Madrid,chamartin,Piso,1230,30,1.0,1.0,,1.0,1.0,1,1,"este, oeste",,0,0,individual,1,2023-06-03 09:29:50,2023-06-03 09:29:50
645,Alquiler de Piso en calle del Corazón de María,Madrid,Prosperidad Madrid,chamartin,Piso,870,50,1.0,1.0,10.0,1.0,0.0,1,1,"norte, este",1988.0,1,0,individual,1,2023-06-03 09:29:50,2023-06-03 09:29:50
646,Alquiler de Piso en calle de Santa Hortensia,Madrid,Prosperidad Madrid,chamartin,Piso,1500,88,3.0,2.0,5.0,1.0,0.0,1,0,"este, oeste",1968.0,0,0,central,0,2023-06-03 09:29:50,2023-06-03 09:29:50
647,Alquiler de Piso en avenida de América,Madrid,Prosperidad Madrid,chamartin,Piso,2000,120,4.0,2.0,5.0,1.0,1.0,1,0,sur,,1,0,individual,1,2023-06-03 09:29:50,2023-06-03 09:29:50
648,"Alquiler de Piso en calle del Padre Jesús Ordóñez, 14",Madrid,Prosperidad Madrid,chamartin,Piso,2200,107,3.0,2.0,4.0,1.0,1.0,1,1,,1975.0,0,0,central,1,2023-06-03 09:29:50,2023-06-03 09:29:50
649,"Alquiler de Piso en Urb. Prosperidad, Prosperidad",Madrid,Chamartín Madrid,chamartin,Piso,1250,85,2.0,2.0,1.0,1.0,1.0,1,0,oeste,1999.0,0,1,individual,1,2023-06-03 09:29:50,2023-06-03 09:29:50
650,Alquiler de Piso en calle de Luis Cabrera,Madrid,Prosperidad Madrid,chamartin,Piso,1000,38,1.0,1.0,0.0,0.0,0.0,1,1,"sur, este",1960.0,0,0,individual,0,2023-06-03 09:29:50,2023-06-03 09:29:50
651,"Alquiler de Ático en calle del Príncipe de Vergara, 120",Madrid,Prosperidad Madrid,chamartin,Ático,1750,150,2.0,2.0,7.0,1.0,1.0,0,0,"sur, oeste",,0,1,central,1,2023-06-03 09:29:50,2023-06-03 09:29:50
652,Alquiler de Piso en calle de Santa Hortensia,Madrid,Prosperidad Madrid,chamartin,Piso,1550,90,2.0,2.0,2.0,1.0,1.0,1,0,,,0,0,individual,1,2023-06-03 09:29:50,2023-06-03 09:29:50
653,Alquiler de Piso en calle de Francisco Vivancos,Madrid,Prosperidad Madrid,chamartin,Piso,960,62,1.0,1.0,2.0,1.0,1.0,1,1,,,0,0,individual,1,2023-06-03 09:29:50,2023-06-03 09:29:50
654,Alquiler de Piso en calle de Santa Hortensia,Madrid,Prosperidad Madrid,chamartin,Piso,1550,90,2.0,2.0,2.0,1.0,1.0,1,0,,,0,0,individual,1,2023-06-03 09:29:50,2023-06-03 09:29:50
655,"Alquiler de Piso en calle de Santa María de la Alameda, 11",Madrid,Prosperidad Madrid,chamartin,Piso,1050,48,1.0,2.0,3.0,1.0,1.0,1,1,este,,0,0,individual,1,2023-06-03 09:29:50,2023-06-03 09:29:50
656,Alquiler de Estudio en Prosperidad,Madrid,Chamartín Madrid,chamartin,Estudio,900,40,,1.0,2.0,1.0,1.0,1,1,,,0,0,individual,1,2023-06-03 09:29:50,2023-06-03 09:29:50
657,Alquiler de Piso en Francisco Silvela,Madrid,Prosperidad Madrid,chamartin,Piso,1700,106,3.0,2.0,5.0,1.0,1.0,1,1,sur,,0,0,individual,0,2023-06-03 09:29:50,2023-06-03 09:29:50
658,Alquiler de Piso en calle del Príncipe de Vergara,Madrid,Prosperidad Madrid,chamartin,Piso,1400,61,2.0,1.0,5.0,1.0,1.0,1,1,sur,1968.0,0,0,central,1,2023-06-03 09:29:50,2023-06-03 09:29:50
659,Alquiler de Piso en calle de Puenteareas,Madrid,Prosperidad Madrid,chamartin,Piso,1500,80,2.0,2.0,3.0,1.0,1.0,1,1,este,,1,0,individual,1,2023-06-03 09:29:50,2023-06-03 09:29:50
660,Alquiler de Piso en calle de López de Hoyos,Madrid,Prosperidad Madrid,chamartin,Piso,1460,80,2.0,1.0,3.0,1.0,1.0,1,1,,,0,0,central,1,2023-06-03 09:29:50,2023-06-03 09:29:50
661,Alquiler de Dúplex en Padre Claret,Madrid,Prosperidad Madrid,chamartin,Dúplex,2100,177,3.0,3.0,13.0,1.0,1.0,1,1,este,1980.0,1,0,individual,1,2023-06-03 09:29:50,2023-06-03 09:29:50
662,Alquiler de Piso en calle de Ángel Hernández,Madrid,Prosperidad Madrid,chamartin,Piso,1500,96,3.0,1.0,2.0,1.0,1.0,1,0,"norte, este",1962.0,0,1,individual,1,2023-06-03 09:29:50,2023-06-03 09:29:50
663,"Alquiler de Piso en calle del Corazón de María, 54",Madrid,Prosperidad Madrid,chamartin,Piso,1700,90,2.0,2.0,2.0,1.0,1.0,0,0,,1995.0,1,0,individual,1,2023-06-03 09:29:50,2023-06-03 09:29:50
664,Alquiler de Piso en calle chozas de la sierra,Madrid,Prosperidad Madrid,chamartin,Piso,1300,80,2.0,2.0,2.0,1.0,1.0,1,0,este,1970.0,0,0,0,1,2023-06-03 09:29:50,2023-06-03 09:29:50
665,Alquiler de Ático en calle de Zabaleta,Madrid,Prosperidad Madrid,chamartin,Ático,1600,130,3.0,2.0,3.0,1.0,1.0,0,0,,,1,1,0,1,2023-06-03 09:29:50,2023-06-03 09:29:50
666,"Alquiler de Piso en calle prádena del rincón, 13",Madrid,Prosperidad Madrid,chamartin,Piso,1200,58,1.0,1.0,2.0,0.0,1.0,1,1,,,0,0,individual,1,2023-06-03 09:29:50,2023-06-03 09:29:50
667,"Alquiler de Piso en pasaje San Martin de Valdeiglesias, 9",Madrid,Prosperidad Madrid,chamartin,Piso,1150,45,1.0,1.0,4.0,0.0,1.0,1,1,este,,0,0,individual,1,2023-06-03 09:29:50,2023-06-03 09:29:50
668,"Alquiler de Estudio en Juan Bautista de Toledo, 28",Madrid,Prosperidad Madrid,chamartin,Estudio,950,25,,1.0,2.0,1.0,1.0,1,0,,,0,0,individual,0,2023-06-03 09:29:50,2023-06-03 09:29:50
669,"Alquiler de Piso en calle de la Constancia, 44",Madrid,Prosperidad Madrid,chamartin,Piso,1150,60,1.0,1.0,0.0,0.0,1.0,1,1,,,0,0,individual,0,2023-06-03 09:29:50,2023-06-03 09:29:50
670,"Alquiler de Piso en clara del rey, 19",Madrid,Prosperidad Madrid,chamartin,Piso,1150,55,1.0,1.0,4.0,1.0,0.0,1,1,,,0,0,central,0,2023-06-03 09:29:50,2023-06-03 09:29:50
671,"Alquiler de Estudio en calle Zabaleta, 17",Madrid,Prosperidad Madrid,chamartin,Estudio,750,35,,1.0,5.0,1.0,1.0,1,1,este,,0,0,central,1,2023-06-03 09:29:50,2023-06-03 09:29:50
672,"Alquiler de Ático en calle Clara del Rey, 34",Madrid,Prosperidad Madrid,chamartin,Ático,1550,70,1.0,1.0,9.0,1.0,1.0,1,1,,,0,1,central,1,2023-06-03 09:29:50,2023-06-03 09:29:50
673,"Alquiler de Piso en calle de López de Hoyos, 66",Madrid,Prosperidad Madrid,chamartin,Piso,2700,85,3.0,2.0,7.0,1.0,1.0,1,1,este,,1,0,individual,1,2023-06-03 09:29:50,2023-06-03 09:29:50
674,"Alquiler de Piso en calle Martin Machio, 2",Madrid,Prosperidad Madrid,chamartin,Piso,950,50,1.0,1.0,1.0,1.0,1.0,1,0,,,1,0,individual,0,2023-06-03 09:29:50,2023-06-03 09:29:50
675,"Alquiler de Piso en francisco silvela, 104",Madrid,Prosperidad Madrid,chamartin,Piso,1225,75,2.0,1.0,0.0,1.0,0.0,1,1,"sur, oeste",,0,1,individual,1,2023-06-03 09:29:50,2023-06-03 09:29:50
676,Alquiler de Piso en calle del Corazón de María,Madrid,Prosperidad Madrid,chamartin,Piso,2239,65,2.0,1.0,3.0,1.0,,1,1,,,1,0,0,1,2023-06-03 09:29:50,2023-06-03 09:29:50
677,Alquiler de Piso en avenida de América,Madrid,Prosperidad Madrid,chamartin,Piso,1500,70,2.0,1.0,2.0,1.0,0.0,1,0,este,,0,0,individual,0,2023-06-03 09:29:50,2023-06-03 09:29:50
678,Alquiler de Piso en calle del Corazón de María,Madrid,Prosperidad Madrid,chamartin,Piso,1150,65,2.0,1.0,6.0,1.0,1.0,1,0,"norte, oeste",1980.0,1,1,individual,1,2023-06-03 09:29:50,2023-06-03 09:29:50
679,"Alquiler de Ático en avenida de América, 35",Madrid,Prosperidad Madrid,chamartin,Ático,2700,110,2.0,2.0,9.0,1.0,1.0,1,1,"sur, este",,0,1,central,1,2023-06-03 09:29:50,2023-06-03 09:29:50
680,"Alquiler de Piso en calle Baeza, 6",Madrid,Prosperidad Madrid,chamartin,Piso,850,48,1.0,1.0,6.0,1.0,1.0,1,0,,,0,0,0,1,2023-06-03 09:29:50,2023-06-03 09:29:50
681,"Alquiler de Piso en calle Prádena del Rincón, 21",Madrid,Prosperidad Madrid,chamartin,Piso,1500,85,3.0,1.0,1.0,0.0,1.0,1,1,sur,,0,0,individual,1,2023-06-03 09:29:50,2023-06-03 09:29:50
682,Alquiler de Piso en calle del Corazón de María,Madrid,Prosperidad Madrid,chamartin,Piso,1150,65,2.0,1.0,5.0,1.0,1.0,1,0,"norte, oeste",,1,1,individual,1,2023-06-03 09:29:50,2023-06-03 09:29:50
683,"Alquiler de Piso en calle del Padre Xifré, 3",Madrid,Prosperidad Madrid,chamartin,Piso,870,55,1.0,1.0,1.0,1.0,0.0,1,1,sur,,0,1,central,0,2023-06-03 09:29:50,2023-06-03 09:29:50
684,Alquiler de Piso en calle de Canillas,Madrid,Prosperidad Madrid,chamartin,Piso,950,75,2.0,1.0,6.0,1.0,0.0,1,0,,,0,0,individual,1,2023-06-03 09:29:50,2023-06-03 09:29:50
685,"Alquiler de Piso en calle del Padre Xifré, 3",Madrid,Prosperidad Madrid,chamartin,Piso,1200,59,1.0,1.0,1.0,1.0,1.0,1,1,este,,0,0,central,1,2023-06-03 09:29:50,2023-06-03 09:29:50
686,"Alquiler de Piso en calle de López de Hoyos, 80",Madrid,Prosperidad Madrid,chamartin,Piso,1100,50,1.0,1.0,5.0,1.0,1.0,1,1,"sur, oeste",,0,1,central,1,2023-06-03 09:29:50,2023-06-03 09:29:50
687,Alquiler de Piso en Prosperidad,Madrid,Chamartín Madrid,chamartin,Piso,1480,80,3.0,2.0,1.0,1.0,1.0,1,1,,,1,0,0,1,2023-06-03 09:29:50,2023-06-03 09:29:50
688,Alquiler de Piso en Prosperidad,Madrid,Chamartín Madrid,chamartin,Piso,1200,80,3.0,1.0,2.0,0.0,1.0,1,0,,,0,1,individual,0,2023-06-03 09:29:50,2023-06-03 09:29:50
689,Alquiler de Piso en calle de Clara del Rey,Madrid,Prosperidad Madrid,chamartin,Piso,1375,80,2.0,1.0,7.0,1.0,1.0,0,0,,,0,1,0,1,2023-06-03 09:29:50,2023-06-03 09:29:50
690,Alquiler de Piso en calle del Corazón de María,Madrid,Prosperidad Madrid,chamartin,Piso,2035,65,2.0,1.0,2.0,1.0,,1,1,,,0,0,0,1,2023-06-03 09:29:50,2023-06-03 09:29:50
691,Alquiler de Piso en pasaje Pradillo,Madrid,Prosperidad Madrid,chamartin,Piso,850,35,1.0,1.0,3.0,1.0,1.0,1,1,,1962.0,0,1,individual,1,2023-06-03 09:29:50,2023-06-03 09:29:50
692,Alquiler de Piso en calle de la Constancia,Madrid,Prosperidad Madrid,chamartin,Piso,1815,50,1.0,1.0,4.0,1.0,,1,1,,,0,0,0,1,2023-06-03 09:29:50,2023-06-03 09:29:50
693,Alquiler de Piso en calle del Corazón de María,Madrid,Prosperidad Madrid,chamartin,Piso,1870,65,2.0,1.0,1.0,1.0,,0,0,,,1,0,0,1,2023-06-03 09:29:50,2023-06-03 09:29:50
694,Alquiler de Piso en Clara Del Rey,Madrid,Prosperidad Madrid,chamartin,Piso,1200,50,1.0,1.0,,1.0,1.0,1,1,"norte, este",,0,0,central,1,2023-06-03 09:29:50,2023-06-03 09:29:50
695,Alquiler de Piso en calle de Luis Cabrera,Madrid,Prosperidad Madrid,chamartin,Piso,1150,97,2.0,2.0,0.0,1.0,1.0,1,1,oeste,1950.0,0,1,individual,0,2023-06-03 09:29:50,2023-06-03 09:29:50
696,Alquiler de Piso en canillas,Madrid,Prosperidad Madrid,chamartin,Piso,1200,72,3.0,1.0,3.0,1.0,1.0,1,1,oeste,,0,1,individual,1,2023-06-03 09:29:50,2023-06-03 09:29:50
697,"Alquiler de Piso en calle Corazón de María, 4",Madrid,Prosperidad Madrid,chamartin,Piso,1500,90,2.0,1.0,8.0,1.0,1.0,1,0,,,1,1,central,1,2023-06-03 09:29:50,2023-06-03 09:29:50
698,Alquiler de Piso en calle de Canillas,Madrid,Prosperidad Madrid,chamartin,Piso,1366,25,1.0,1.0,1.0,1.0,,1,1,,,0,0,0,1,2023-06-03 09:29:50,2023-06-03 09:29:50
699,Alquiler de Piso en Prosperidad,Madrid,Chamartín Madrid,chamartin,Piso,1100,72,2.0,1.0,3.0,1.0,0.0,1,0,norte,1922.0,0,0,individual,0,2023-06-03 09:29:50,2023-06-03 09:29:50
700,"Alquiler de Ático en calle de Zabaleta, 28",Madrid,Prosperidad Madrid,chamartin,Ático,1150,62,1.0,1.0,4.0,1.0,1.0,1,1,norte,,1,1,individual,1,2023-06-03 09:29:50,2023-06-03 09:29:50
701,"Alquiler de Piso en calle de López de Hoyos, 92",Madrid,Prosperidad Madrid,chamartin,Piso,1000,67,1.0,1.0,6.0,1.0,1.0,1,1,este,,1,1,central,1,2023-06-03 09:29:50,2023-06-03 09:29:50
702,"Alquiler de Piso en calle de Canillas, 91",Madrid,Prosperidad Madrid,chamartin,Piso,1350,85,2.0,2.0,4.0,1.0,0.0,1,1,,,0,0,0,0,2023-06-03 09:29:50,2023-06-03 09:29:50
703,"Alquiler de Piso en calle Clara del Rey, 39",Madrid,Prosperidad Madrid,chamartin,Piso,915,49,1.0,1.0,3.0,1.0,1.0,1,0,sur,,0,1,individual,1,2023-06-03 09:29:50,2023-06-03 09:29:50
704,Alquiler de Piso en calle de Clara del Rey,Madrid,Prosperidad Madrid,chamartin,Piso,2400,160,4.0,2.0,3.0,1.0,1.0,0,0,este,,0,1,central,0,2023-06-03 09:29:50,2023-06-03 09:29:50
705,"Alquiler de Piso en pasaje San martín de Valdeiglesias, 5",Madrid,Prosperidad Madrid,chamartin,Piso,1200,40,1.0,1.0,4.0,0.0,1.0,1,1,,,0,1,central,1,2023-06-03 09:29:50,2023-06-03 09:29:50
706,"Alquiler de Piso en calle Daganzo, 15",Madrid,Prosperidad Madrid,chamartin,Piso,1200,50,1.0,1.0,4.0,1.0,1.0,1,1,,,0,1,0,1,2023-06-03 09:29:50,2023-06-03 09:29:50
707,"Alquiler de Piso en calle de Puenteareas, 17",Madrid,Prosperidad Madrid,chamartin,Piso,1150,55,1.0,1.0,3.0,1.0,0.0,1,1,,,0,0,0,1,2023-06-03 09:29:50,2023-06-03 09:29:50
708,"Alquiler de Piso en calle de Santa Hortensia, 52",Madrid,Prosperidad Madrid,chamartin,Piso,1550,90,2.0,2.0,2.0,1.0,1.0,1,0,,,0,0,individual,1,2023-06-03 09:29:50,2023-06-03 09:29:50
709,"Alquiler de Piso en calle del Príncipe de Vergara, 122",Madrid,Prosperidad Madrid,chamartin,Piso,1250,55,1.0,1.0,5.0,1.0,1.0,1,0,este,,0,1,central,1,2023-06-03 09:29:50,2023-06-03 09:29:50
710,Alquiler de Piso en pasaje Hoyo de Manzanares,Madrid,Prosperidad Madrid,chamartin,Piso,1200,80,3.0,1.0,2.0,0.0,1.0,1,0,norte,,0,0,individual,0,2023-06-03 09:29:50,2023-06-03 09:29:50
711,"Alquiler de Piso en pasaje Hoyo de Manzanares, 5",Madrid,Prosperidad Madrid,chamartin,Piso,1200,80,3.0,1.0,2.0,0.0,1.0,1,0,,,0,0,individual,0,2023-06-03 09:29:50,2023-06-03 09:29:50
712,"Alquiler de Ático en calle de Antonio Salces, 4",Madrid,Prosperidad Madrid,chamartin,Ático,1550,73,3.0,1.0,3.0,0.0,1.0,1,1,oeste,,0,1,individual,1,2023-06-03 09:29:50,2023-06-03 09:29:50
713,Alquiler de Piso en Prosperidad,Madrid,Chamartín Madrid,chamartin,Piso,900,50,1.0,1.0,1.0,1.0,1.0,1,0,sur,,0,1,individual,0,2023-06-03 09:29:50,2023-06-03 09:29:50
714,"Alquiler de Estudio en calle Juan Bautista de Toledo, 28",Madrid,Prosperidad Madrid,chamartin,Estudio,900,25,,1.0,3.0,1.0,1.0,0,0,,,0,0,individual,0,2023-06-03 09:29:50,2023-06-03 09:29:50
715,"Alquiler de Piso en calle de Santa Hortensia, 46",Madrid,Prosperidad Madrid,chamartin,Piso,1990,63,1.0,1.0,4.0,1.0,1.0,1,1,sur,,0,0,0,1,2023-06-03 09:29:50,2023-06-03 09:29:50
716,Alquiler de Ático en ponzano,Madrid,Nuevos Ministerios-Ríos Rosas Madrid,chamberi,Ático,1800,97,2.0,1.0,5.0,1.0,1.0,1,1,este,,0,1,individual,1,2023-06-03 09:29:50,2023-06-03 09:29:50
717,"Alquiler de Piso en plaza del Conde del Valle de Súchil, 20",Madrid,Arapiles Madrid,chamberi,Piso,2600,160,3.0,3.0,4.0,1.0,1.0,1,0,oeste,,0,0,0,1,2023-06-03 09:29:50,2023-06-03 09:29:50
718,"Alquiler de Piso en calle Joaquin Maria Lopez, 24",Madrid,Arapiles Madrid,chamberi,Piso,1700,64,2.0,2.0,3.0,1.0,1.0,1,1,"norte, sur",,0,0,central,1,2023-06-03 09:29:50,2023-06-03 09:29:50
719,Alquiler de Piso en calle de Guzmán el Bueno,Madrid,Gaztambide Madrid,chamberi,Piso,3990,250,6.0,3.0,4.0,1.0,1.0,1,1,,1950.0,0,1,individual,1,2023-06-03 09:29:50,2023-06-03 09:29:50
720,"Alquiler de Piso en calle de Alberto Aguilera, 46",Madrid,Gaztambide Madrid,chamberi,Piso,3800,160,6.0,3.0,6.0,1.0,1.0,1,1,"sur, este",,0,0,individual,0,2023-06-03 09:29:50,2023-06-03 09:29:50
721,Alquiler de Ático en calle de García de Paredes,Madrid,Trafalgar Madrid,chamberi,Ático,2550,56,1.0,1.0,6.0,1.0,1.0,1,1,,1950.0,0,1,individual,1,2023-06-03 09:29:50,2023-06-03 09:29:50
722,Alquiler de Piso en calle de Medellín,Madrid,Trafalgar Madrid,chamberi,Piso,1200,55,1.0,1.0,2.0,0.0,0.0,1,1,,,0,0,individual,1,2023-06-03 09:29:50,2023-06-03 09:29:50
723,Alquiler de Piso en calle Raimundo Fernandez Villaverde,Madrid,Nuevos Ministerios-Ríos Rosas Madrid,chamberi,Piso,3500,179,4.0,3.0,5.0,1.0,1.0,1,0,,1985.0,1,1,individual,1,2023-06-03 09:29:50,2023-06-03 09:29:50
724,"Alquiler de Piso en calle de Meléndez Valdés, 34",Madrid,Gaztambide Madrid,chamberi,Piso,1250,70,2.0,1.0,2.0,0.0,0.0,1,0,oeste,,0,1,0,1,2023-06-03 09:29:50,2023-06-03 09:29:50
725,Alquiler de Piso en calle Alonso Cano,Madrid,Nuevos Ministerios-Ríos Rosas Madrid,chamberi,Piso,1900,78,2.0,2.0,1.0,1.0,1.0,1,1,,,0,0,individual,1,2023-06-03 09:29:50,2023-06-03 09:29:50
726,"Alquiler de Piso en Almagro, 30",Madrid,Almagro Madrid,chamberi,Piso,1485,71,1.0,1.0,1.0,1.0,0.0,1,1,sur,,0,1,individual,1,2023-06-03 09:29:50,2023-06-03 09:29:50
727,Alquiler de Piso en calle de Alonso Cano,Madrid,Nuevos Ministerios-Ríos Rosas Madrid,chamberi,Piso,3100,180,4.0,2.0,1.0,1.0,1.0,1,1,,1991.0,1,0,central,1,2023-06-03 09:29:50,2023-06-03 09:29:50
728,"Alquiler de Piso en calle de Santa Engracia, 128",Madrid,Nuevos Ministerios-Ríos Rosas Madrid,chamberi,Piso,2150,90,2.0,2.0,3.0,1.0,0.0,1,1,sur,,0,0,individual,1,2023-06-03 09:29:50,2023-06-03 09:29:50
